Subject,Overall Frequency,tec,mas,fer,phy,bau,arc,geo,his,sow,elt,inf,oek,rel,jur,mat,pae,hor,meda,rest,cet,che,lin,phi,lit,bio,spo,ver,ber,med
Wirtschaftsmathematik,224,0,0,0,1,0,0,0,0,2,0,6,103,0,0,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Inklusive Pädagogik,224,0,0,0,0,0,0,0,1,75,0,0,3,3,2,3,119,0,0,0,0,0,8,1,4,0,5,0,0,0
Informationsmanagement,224,1,0,0,0,1,0,0,1,6,2,95,90,0,0,3,12,0,2,9,0,0,0,2,0,0,0,0,0,0
Alter,223,2,0,0,0,0,12,6,5,98,0,0,6,2,3,1,37,1,29,2,0,0,0,4,6,0,5,2,0,2
Entrepreneurship,222,9,0,0,0,0,1,3,1,16,0,1,131,0,1,0,56,0,1,1,0,0,0,0,0,0,1,0,0,0
Polymere,221,3,5,49,33,0,0,0,0,0,8,0,0,0,0,5,0,1,10,0,24,67,0,0,0,6,0,0,0,10
Soziales Netzwerk,220,1,0,0,0,0,2,6,11,78,1,27,39,6,3,2,31,0,3,6,1,0,0,0,2,1,0,0,0,0
Diskursanalyse,220,0,0,0,0,0,0,3,12,59,0,2,10,3,3,0,14,0,1,2,0,0,66,5,40,0,0,0,0,0
Unternehmenskultur,219,3,0,0,0,0,0,0,1,38,0,4,99,2,1,1,67,0,1,0,0,0,1,1,0,0,0,0,0,0
Geschlechtsunterschied,218,0,0,0,0,0,1,1,4,98,0,0,11,7,2,0,58,0,11,2,0,0,9,2,5,2,4,1,0,0
Weltwirtschaft,218,1,2,0,0,0,0,5,18,36,0,1,146,0,0,0,0,2,1,2,1,0,0,2,0,0,0,1,0,0
Psychotherapie,217,0,0,0,0,0,0,0,1,30,0,1,1,3,2,0,134,0,36,3,0,0,1,3,0,1,1,0,0,0
Roman,217,0,0,0,0,0,1,1,7,5,0,0,0,2,0,0,1,0,0,1,0,0,22,2,175,0,0,0,0,0
Lehrerbildung,216,0,0,0,3,0,0,1,3,34,0,0,2,3,1,2,143,0,0,2,0,2,12,0,6,1,1,0,0,0
Simulation,214,18,16,6,22,6,4,4,0,2,19,24,24,0,1,26,2,1,7,1,10,4,0,0,0,2,1,12,0,2
Politische Philosophie,214,0,0,0,0,0,0,2,7,55,0,0,5,9,16,0,1,0,0,0,0,0,0,116,3,0,0,0,0,0
Mathematische Physik,213,6,0,0,94,0,0,1,0,0,0,2,0,0,0,105,2,0,0,2,0,1,0,0,0,0,0,0,0,0
Visualisierung,213,7,0,1,3,2,10,11,5,8,3,87,9,0,0,22,20,1,1,13,1,0,2,5,2,0,0,0,0,0
Nanopartikel,212,29,10,16,34,0,0,0,0,0,3,1,0,0,0,2,0,2,11,3,27,58,0,0,0,7,0,0,0,9
Chemie,211,4,0,3,12,2,2,10,1,0,0,3,0,0,0,2,15,2,7,4,20,109,1,0,1,13,0,0,0,0
Auswirkung,211,5,1,0,1,2,1,11,56,55,0,3,27,3,6,0,15,2,8,3,4,1,0,3,1,0,1,1,1,0
Nanostruktur,210,41,5,19,93,1,0,1,0,0,16,0,0,0,0,2,0,1,2,0,3,20,0,0,0,5,0,0,0,1
Terrorismus,210,3,0,0,0,0,0,3,38,95,0,2,2,26,18,0,4,0,1,2,2,1,2,4,6,0,1,0,0,0
Change Management,209,6,2,0,0,0,0,0,0,30,1,3,96,0,6,1,58,0,2,4,0,0,0,0,0,0,0,0,0,0
Linguistik,209,0,0,0,1,0,0,0,1,4,0,2,0,0,2,1,7,0,0,2,0,0,119,3,67,0,0,0,0,0
Reform,209,2,0,0,0,0,0,2,11,72,0,0,41,8,43,0,9,0,17,3,0,0,0,0,0,0,0,1,0,0
Erwachsenenbildung,209,0,0,0,0,0,1,0,1,35,0,3,9,2,0,0,141,0,3,4,0,0,8,1,1,0,0,0,0,0
Krieg,208,24,0,0,0,0,2,0,50,75,0,0,3,12,5,1,10,0,3,2,0,0,3,7,11,0,0,0,0,0
Soziale Situation,208,2,0,0,0,0,1,8,50,94,0,0,14,4,4,0,16,0,5,4,0,0,0,3,2,0,1,0,0,0
Empirische Sozialforschung,207,2,0,0,0,0,0,3,0,137,0,2,13,6,1,10,24,0,0,7,0,0,0,2,0,0,0,0,0,0
Kooperation,206,4,0,0,0,2,10,2,11,37,1,4,32,5,9,2,69,1,3,4,1,1,2,1,3,1,0,1,0,0
Gewalttätigkeit,204,0,0,0,0,0,1,1,18,93,0,1,1,3,11,0,61,0,3,4,0,0,1,0,1,0,5,0,0,0
Arbeitsbedingungen,204,17,0,0,0,0,1,4,12,57,0,0,58,0,8,0,35,1,6,1,1,0,0,0,2,0,0,1,0,0
Energiepolitik,204,4,32,0,1,1,3,3,14,22,2,1,84,0,10,0,1,2,0,6,13,3,0,0,0,0,0,2,0,0
Partielle Differentialgleichung,204,7,0,0,19,0,0,0,0,0,0,10,1,0,0,164,0,0,1,0,0,0,0,0,0,2,0,0,0,0
Verwaltung,203,1,0,0,0,0,1,0,17,93,1,3,26,0,51,0,7,0,0,2,0,0,1,0,0,0,0,0,0,0
Analysis,203,5,0,0,10,0,0,0,0,0,1,6,2,0,0,173,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Finanzierung,202,0,2,0,0,2,4,0,3,23,0,1,120,3,18,2,10,0,7,3,2,0,0,0,1,0,0,1,0,0
E-Learning,201,3,0,0,1,0,1,0,1,14,1,35,11,0,1,5,114,0,4,8,1,1,0,0,0,0,0,0,0,0
Steuerrecht,200,0,1,0,0,0,0,0,4,5,0,0,87,0,100,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Krankenhaus,200,2,0,0,0,0,7,2,0,6,0,8,49,1,11,3,16,0,89,1,2,0,0,0,1,0,0,0,0,2
Datensicherung,199,2,0,0,0,0,0,0,0,5,4,151,18,0,6,4,2,0,1,1,0,0,0,2,0,1,0,1,0,1
Sekundarstufe 1,199,0,0,0,1,0,0,1,7,15,0,3,0,25,0,16,91,0,0,4,0,1,13,3,11,2,6,0,0,0
Methodologie,199,0,0,0,0,1,2,0,7,62,0,2,80,2,0,4,17,0,0,5,0,0,1,13,1,1,1,0,0,0
Wissenschaftliches Arbeiten,199,4,0,0,1,1,1,0,3,19,0,3,17,1,5,6,57,0,1,55,0,1,10,4,8,2,0,0,0,0
Nanotechnologie,199,59,5,9,31,2,2,1,0,3,8,1,3,0,0,1,0,7,11,0,20,21,0,1,0,6,0,0,0,8
Kulturkontakt,198,0,0,0,0,0,1,3,40,47,0,0,15,20,0,0,29,0,1,5,0,0,15,2,20,0,0,0,0,0
Corporate Governance,198,0,0,0,0,0,0,1,6,15,0,4,111,1,14,0,44,0,2,0,0,0,0,0,0,0,0,0,0,0
Bioinformatik,198,1,0,0,2,0,0,0,0,0,0,53,1,0,0,52,0,0,10,1,6,8,0,1,0,63,0,0,0,0
Zweiter Weltkrieg,197,11,1,0,0,0,0,1,119,46,0,1,0,1,2,1,5,0,2,2,0,0,0,1,3,0,0,1,0,0
Bildungspolitik,197,0,0,0,0,0,1,0,10,41,0,0,12,3,3,1,114,0,1,4,0,0,1,3,3,0,0,0,0,0
Kreativität,197,11,0,0,0,0,6,7,0,35,0,11,48,1,1,3,52,0,2,6,0,0,3,7,3,0,1,0,0,0
Wettbewerbsrecht,197,0,0,0,0,0,0,0,0,36,0,1,45,0,79,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
Medizin,196,3,0,0,3,0,1,0,13,9,1,15,1,7,11,9,12,0,63,5,1,1,1,9,5,6,2,0,0,18
Lernen,195,4,0,0,0,0,3,2,2,26,0,8,11,1,0,3,121,0,1,2,0,1,6,1,1,1,1,0,0,0
Online-Ressource,195,5,11,7,9,5,3,4,1,13,9,14,17,1,0,4,30,0,6,11,18,5,2,3,3,2,0,11,0,1
Bautechnik,195,2,0,0,3,101,68,1,0,0,0,4,2,0,0,1,9,0,0,1,0,0,2,0,0,0,0,1,0,0
Digitale Revolution,194,10,0,0,0,1,5,3,0,45,1,28,46,3,11,1,24,0,3,4,0,0,1,6,1,0,1,0,0,0
Diskurs,193,0,0,0,1,0,5,7,25,78,0,0,4,15,4,0,15,1,5,7,0,0,8,8,10,0,0,0,0,0
Agrarpolitik,192,0,0,0,0,0,1,1,7,8,0,0,79,0,5,0,0,86,0,0,4,0,0,0,0,1,0,0,0,0
Fremdsprachenlernen,192,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,69,0,0,0,0,0,74,0,47,0,0,0,0,0
Krise,192,0,0,0,0,0,2,2,22,77,0,0,17,7,9,0,21,0,9,12,0,0,2,7,2,0,1,2,0,0
Systemtheorie,191,3,2,0,2,0,1,1,0,60,10,4,23,2,2,19,30,0,1,9,0,0,3,14,3,1,1,0,0,0
Organisationswandel,191,6,0,0,0,0,0,0,1,36,1,1,86,0,1,0,57,0,0,2,0,0,0,0,0,0,0,0,0,0
Politischer Wandel,191,1,0,0,0,0,1,6,64,98,0,1,2,2,9,0,3,0,1,0,0,0,0,2,1,0,0,0,0,0
Schwarze,191,1,0,0,0,0,0,3,72,57,0,0,0,8,1,0,1,0,0,4,0,0,2,2,40,0,0,0,0,0
Wettbewerbspolitik,190,0,0,0,0,0,0,0,0,41,0,0,63,0,48,0,37,0,0,1,0,0,0,0,0,0,0,0,0,0
Innenarchitektur,190,2,0,3,0,7,131,0,4,11,4,0,6,0,0,0,12,0,2,1,5,0,0,0,0,0,0,2,0,0
Regionalentwicklung,190,1,2,0,0,0,69,34,5,14,0,0,38,0,0,0,13,3,2,2,2,0,0,0,0,0,0,4,1,0
Finanzmathematik,189,0,0,0,2,0,0,0,0,0,0,7,95,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technischer Fortschritt,189,26,5,0,1,2,6,4,6,31,1,11,67,0,3,0,10,0,1,7,3,0,1,2,1,0,0,1,0,0
Einwanderer,189,0,0,0,0,0,2,8,15,93,0,0,18,5,4,0,26,0,4,2,0,0,5,1,5,0,1,0,0,0
Kulturelle Identität,188,0,0,0,0,1,6,4,42,69,0,0,4,17,0,0,7,0,0,7,2,0,7,8,12,0,2,0,0,0
Datenverarbeitung,188,4,1,0,2,4,1,3,1,3,3,71,33,0,5,39,3,0,3,2,1,2,0,0,0,4,0,1,1,1
Umweltökonomie,188,1,14,0,1,0,0,7,0,12,0,0,125,0,3,2,2,0,1,9,7,0,0,0,0,4,0,0,0,0
Kindertagesstätte,188,1,0,0,0,0,1,0,0,32,0,0,3,2,3,3,124,0,2,1,1,0,5,1,5,0,4,0,0,0
Coaching,187,1,0,0,0,0,0,0,0,51,0,0,54,1,0,3,73,0,0,0,0,0,0,1,1,0,2,0,0,0
Dienstleistung,187,11,0,0,0,0,1,0,0,13,0,8,102,0,6,2,21,0,11,7,0,0,1,0,1,0,2,1,0,0
Erziehung,185,0,0,0,0,0,1,0,7,53,0,0,3,3,1,1,96,1,3,1,0,0,7,3,4,0,1,0,0,0
Widerstand,185,1,0,0,0,0,4,5,82,64,0,0,3,11,0,0,3,1,0,0,0,0,1,1,9,0,0,0,0,0
Antike,185,5,0,0,0,0,7,5,86,13,0,0,0,22,2,0,2,0,0,4,0,0,8,4,26,0,0,1,0,0
Bekämpfung,185,6,0,0,0,0,1,1,17,76,0,0,27,9,34,0,6,0,3,0,1,0,1,1,1,0,0,1,0,0
Sicherheitspolitik,184,8,0,0,0,0,0,3,39,111,0,2,4,4,7,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0
Psychisches Trauma,184,0,0,0,0,0,0,0,15,42,0,0,1,4,5,0,89,0,20,0,0,0,2,1,4,0,1,0,0,0
Studium,183,1,1,0,0,4,4,1,5,21,0,3,13,2,1,3,102,0,1,15,0,0,2,1,3,0,0,0,0,0
Politische Kultur,183,0,0,0,0,0,2,2,62,91,0,0,4,5,4,0,5,0,0,0,0,0,0,4,2,0,2,0,0,0
Technische Mechanik,182,77,0,6,86,2,0,0,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Politische Bildung,182,0,0,0,0,0,0,1,12,110,0,0,1,4,4,0,41,0,0,0,0,0,1,4,2,1,1,0,0,0
Geschlechterverhältnis,181,3,0,0,0,0,0,3,20,100,0,0,2,12,2,0,16,0,1,7,0,0,4,6,5,0,0,0,0,0
Entscheidungsfindung,180,3,0,0,0,3,5,1,0,19,0,23,54,0,7,23,26,0,3,0,2,0,0,5,0,1,3,2,0,0
Biomaterial,180,0,4,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,12,8,0,0,0,2,1,0,0,65
Mitgliedsstaaten,180,5,1,0,0,0,1,3,2,52,0,0,32,0,79,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0
Kundenmanagement,179,4,1,1,0,0,0,0,0,11,0,15,123,0,0,3,19,0,1,1,0,0,0,0,0,0,0,0,0,0
Neuronales Netz,179,7,3,0,2,4,0,7,0,0,3,108,6,0,1,19,1,0,4,0,1,0,2,1,2,2,0,3,1,2
Multikulturelle Gesellschaft,179,0,0,0,0,0,2,6,16,97,0,1,3,15,4,0,22,0,0,0,0,0,5,1,7,0,0,0,0,0
Migrationshintergrund,177,0,0,0,0,0,0,4,5,74,0,0,3,0,1,1,66,0,3,3,0,0,11,0,2,0,4,0,0,0
Technik,177,62,8,0,8,1,1,2,6,21,2,6,8,3,2,6,12,2,1,6,4,0,1,9,2,0,2,2,0,0
Lineare Algebra,177,3,0,0,4,0,0,2,0,0,0,10,3,0,0,151,3,0,0,0,0,0,0,0,0,1,0,0,0,0
Interkulturalität,177,0,0,0,0,0,2,4,9,52,0,4,6,13,3,0,37,0,3,14,0,0,13,2,15,0,0,0,0,0
Finanzkrise,177,0,0,0,0,0,0,1,13,43,0,0,112,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Literaturwissenschaft,175,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,6,0,0,1,0,0,66,3,91,0,0,0,0,0
Raumordnung,175,0,4,0,0,3,103,30,3,11,0,0,4,0,2,0,1,4,1,0,6,0,2,0,0,0,1,0,0,0
Aufsatzsammlung,175,6,0,1,2,0,4,7,0,29,1,5,46,1,3,4,35,2,2,2,1,4,7,2,6,3,1,1,0,0
Experiment,174,6,3,0,25,1,4,2,0,9,2,1,71,0,1,6,20,2,0,1,1,11,1,1,1,5,0,0,0,0
Chancengleichheit,174,1,0,0,0,0,0,1,3,73,0,0,5,2,4,1,78,0,0,2,0,0,2,1,1,0,0,0,0,0
Entwicklungspolitik,174,0,0,0,0,0,0,5,13,47,0,0,93,4,4,0,2,1,0,3,1,0,0,1,0,0,0,0,0,0
Kunststoff,174,0,6,59,18,1,0,0,0,1,3,0,4,0,1,1,2,1,4,0,43,22,0,0,0,2,0,2,0,4
Computerspiel,173,0,0,0,0,0,2,0,2,11,0,102,4,0,1,5,20,0,2,7,0,0,4,2,2,0,9,0,0,0
Geschichtsunterricht,173,0,0,0,0,0,0,3,81,14,0,0,0,6,0,0,68,0,0,1,0,0,0,0,0,0,0,0,0,0
Strukturwandel,172,5,1,0,0,1,9,7,10,20,0,4,80,0,4,0,15,4,0,6,1,0,0,1,0,0,0,3,1,0
Biomedizinische Technik,172,1,4,5,8,0,0,0,0,0,3,5,1,0,0,19,1,0,62,0,5,2,0,1,0,3,0,0,0,52
Ernährung,172,0,0,0,0,0,0,2,3,13,0,0,2,0,0,0,54,10,51,5,7,7,0,5,0,7,6,0,0,0
Lyrik,171,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,4,0,0,2,0,0,23,1,137,0,0,0,0,0
Strafrecht,171,1,0,0,0,0,0,0,2,2,0,1,0,1,155,0,0,0,7,0,0,0,0,1,0,0,1,0,0,0
Medienpädagogik,170,0,0,0,0,0,0,0,0,27,0,17,0,2,1,1,114,0,1,3,0,0,2,2,0,0,0,0,0,0
Soziologische Theorie,170,0,0,0,0,0,0,2,2,134,0,0,4,0,4,0,8,0,0,0,1,0,1,12,1,1,0,0,0,0
Mensch,169,8,0,0,0,1,2,3,11,20,0,10,5,5,3,0,15,6,5,5,3,1,3,33,4,26,0,0,0,0
Nationalismus,169,0,0,0,1,0,1,1,64,75,0,0,2,10,2,0,1,0,1,0,0,0,3,3,5,0,0,0,0,0
Evaluation,168,3,0,0,1,0,3,0,3,39,1,5,15,1,7,3,68,0,4,10,1,1,0,1,0,0,2,0,0,0
Numerische Strömungssimulation,168,44,11,1,56,1,0,1,0,0,2,2,0,0,0,34,0,1,2,0,4,1,0,0,0,0,0,8,0,0
Pandemie,168,2,0,0,2,0,0,0,5,47,0,3,19,4,11,7,24,0,33,4,0,0,1,3,1,1,0,0,0,1
Gesundheit,167,2,0,0,0,3,12,3,2,36,0,0,12,4,1,0,28,2,44,5,5,0,0,1,0,3,4,0,0,0
Teamwork,167,10,0,0,0,2,1,2,0,40,0,6,58,0,0,0,45,0,1,0,0,0,0,1,0,0,1,0,0,0
Künste,167,0,0,0,0,0,3,2,22,28,0,0,1,5,1,2,15,0,1,16,0,0,20,11,39,0,0,1,0,0
Sekundarstufe,166,1,0,0,1,0,0,1,6,19,0,1,1,11,1,13,82,0,0,0,1,1,11,2,6,1,7,0,0,0
Bildungsforschung,166,1,0,0,0,0,0,2,7,36,0,4,3,0,0,1,103,0,0,7,0,0,2,0,0,0,0,0,0,0
Öffentlicher Raum,165,0,0,0,0,2,72,21,7,42,1,3,2,0,5,0,2,0,0,4,0,0,0,0,1,0,0,3,0,0
Ausbildung,165,6,0,0,0,2,6,0,0,5,0,4,46,0,0,1,70,1,2,10,0,1,5,0,4,1,1,0,0,0
Arbeitnehmer,164,3,0,0,0,0,0,4,4,42,0,2,58,0,17,0,24,1,7,0,0,0,0,1,0,0,1,0,0,0
Fremdsprachenunterricht,163,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,58,0,0,0,0,0,60,0,39,0,0,0,0,0
Rechnernetz,163,2,1,0,0,0,0,0,0,1,10,130,4,0,1,10,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Erster Weltkrieg,163,6,0,0,1,0,3,0,111,22,0,0,1,2,2,0,1,0,0,0,0,0,1,1,12,0,0,0,0,0
Klimaschutz,162,0,6,0,0,2,7,7,0,20,2,0,32,1,10,1,4,5,0,39,17,2,0,0,0,2,1,4,0,0
Fachdidaktik,162,1,0,0,1,0,0,1,2,9,1,2,1,6,0,8,77,0,1,5,1,7,17,2,10,6,4,0,0,0
Öffentlichkeitsarbeit,162,2,0,0,0,1,1,1,5,29,0,8,52,2,6,0,26,0,1,25,0,0,1,0,1,0,1,0,0,0
Robotik,161,45,4,0,3,0,1,0,0,11,5,53,4,0,5,6,0,1,5,1,0,0,0,8,0,0,2,4,0,3
COVID-19,160,2,0,0,1,0,0,0,5,44,0,3,20,5,7,8,22,0,29,4,1,0,2,3,2,1,0,0,0,1
Kreditmarkt,160,1,2,0,0,0,0,0,0,10,0,0,133,0,5,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Völkerrecht,159,3,0,0,0,0,1,0,8,21,0,0,4,0,117,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0
Numerische Mathematik,159,9,0,1,12,0,0,0,0,0,1,24,3,0,0,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Einwanderung,159,0,0,0,0,0,2,15,23,75,0,0,14,3,5,0,13,0,0,0,0,0,2,1,6,0,0,0,0,0
Politische Theorie,159,0,0,0,0,0,0,0,6,104,0,0,3,6,9,0,2,0,1,0,0,0,1,25,2,0,0,0,0,0
Governance,158,0,1,0,0,0,16,7,4,62,0,1,34,1,11,0,13,0,2,3,1,0,0,0,0,0,1,1,0,0
Wirtschaftsethik,158,2,0,0,0,0,0,0,1,17,0,0,95,13,2,1,10,0,3,0,0,0,0,13,0,1,0,0,0,0
Biochemie,158,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,4,16,0,9,57,0,0,0,65,0,0,0,0
Eltern,157,0,0,0,0,0,0,0,2,39,0,1,0,2,3,1,97,0,5,1,0,0,2,1,3,0,0,0,0,0
Betriebswirtschaftslehre,157,6,0,0,0,0,0,0,2,5,0,2,111,0,1,10,17,0,1,0,0,0,0,0,0,0,2,0,0,0
Verfassungsrecht,157,1,1,0,0,0,0,0,6,22,0,1,4,2,112,1,4,0,1,0,1,0,0,0,0,0,0,0,1,0
Spracherwerb,157,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,47,0,2,2,0,0,71,0,28,0,3,0,0,0
Bürgerbeteiligung,156,0,0,0,0,1,26,7,8,78,0,0,5,0,13,0,4,0,2,4,3,0,0,2,0,1,0,2,0,0
Demokratisierung,156,0,0,0,0,0,1,3,40,83,0,2,8,3,9,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0
Technische Innovation,155,28,1,0,1,1,5,4,1,10,3,10,57,0,8,2,4,1,2,4,6,0,0,0,0,0,0,4,1,2
Ländlicher Raum,154,1,0,0,0,0,44,20,19,22,1,0,13,1,5,1,6,8,1,0,3,0,0,0,1,0,0,7,0,1
Wasserversorgung,154,1,10,0,0,34,5,15,4,6,0,0,59,0,0,0,2,3,0,0,15,0,0,0,0,0,0,0,0,0
Stadtsoziologie,153,0,0,0,0,0,42,42,0,60,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Nationalbewusstsein,153,0,0,0,0,1,6,4,69,44,0,0,1,8,1,0,2,0,0,2,0,0,4,3,7,0,1,0,0,0
Umfrage,152,1,0,0,0,0,1,1,2,63,0,2,21,13,2,2,32,0,0,6,0,0,3,2,1,0,0,0,0,0
Netzwerk,152,6,1,0,7,0,2,6,5,18,12,18,26,3,2,16,17,0,2,1,0,1,0,0,0,7,1,1,0,0
Wahrnehmung,151,2,0,0,3,0,8,0,8,19,1,4,15,3,0,0,42,0,6,9,2,0,4,17,4,2,1,0,0,1
Architekturtheorie,151,0,0,0,0,2,127,1,4,2,0,0,0,0,0,0,5,0,0,1,0,0,0,8,1,0,0,0,0,0
Sozialisation,151,0,0,0,0,0,0,1,1,78,0,1,3,1,1,0,48,0,2,4,0,0,5,1,4,1,0,0,0,0
Recycling,151,2,5,4,0,19,18,2,2,1,2,0,15,0,1,0,3,2,0,0,66,6,0,0,0,0,0,3,0,0
Software Engineering,151,0,0,0,0,0,0,0,0,0,0,131,11,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Sport,151,1,0,0,1,0,1,0,7,16,0,0,11,2,0,1,20,0,13,0,1,0,0,0,1,0,76,0,0,0
Bauökologie,150,0,0,0,0,66,75,1,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0
Macht,149,0,0,0,0,0,3,4,22,60,0,1,9,7,6,0,12,0,0,4,0,0,2,15,2,1,1,0,0,0
Sklaverei,149,0,0,0,0,0,0,1,85,43,0,0,3,5,6,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0
Verstädterung,149,2,0,0,0,1,45,56,9,27,0,0,3,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0
Organisationssoziologie,149,0,0,0,0,0,0,0,0,53,0,0,46,1,1,1,44,0,0,1,0,0,0,2,0,0,0,0,0,0
Postkolonialismus,148,0,0,0,0,0,4,2,28,54,0,0,4,1,2,0,6,0,1,6,0,0,14,4,22,0,0,0,0,0
Motivation,148,2,1,0,0,0,3,3,4,39,0,0,20,2,3,2,50,0,3,3,0,1,3,3,2,0,4,0,0,0
Werkstoffkunde,148,1,9,88,16,3,2,2,0,0,2,0,0,0,0,2,2,0,0,0,9,10,0,0,0,1,0,1,0,0
Geldpolitik,148,0,0,0,0,0,0,0,6,16,0,0,123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Medizinische Informatik,148,0,0,0,0,0,0,0,0,0,1,36,0,0,0,47,0,0,52,0,1,0,0,0,0,1,0,0,0,10
Internationale Kooperation,147,1,0,0,0,1,1,1,18,52,0,0,30,0,15,1,15,3,1,7,1,0,0,0,0,0,0,0,0,0
Konfliktregelung,147,3,0,0,0,1,1,0,7,49,0,2,27,0,14,0,35,0,2,3,0,0,0,3,0,0,0,0,0,0
Tourismus,146,1,0,0,0,1,11,18,7,11,0,1,18,0,1,0,0,1,0,0,18,0,0,0,0,1,55,2,0,0
Gartengestaltung,145,0,0,0,0,0,75,1,2,0,3,0,0,0,0,0,1,30,1,0,1,0,0,0,0,2,29,0,0,0
Deep learning,144,1,0,0,1,1,0,8,0,1,3,116,0,0,0,5,0,0,1,1,1,1,0,0,0,1,0,2,0,1
Integration,144,3,0,0,0,0,1,6,6,49,0,3,27,4,5,0,25,0,3,2,1,0,1,2,2,0,3,1,0,0
Muslim,144,0,0,0,0,0,0,3,21,46,0,0,0,53,2,0,13,0,0,1,0,0,3,0,2,0,0,0,0,0
Politische Kommunikation,143,0,1,0,0,0,0,0,18,92,0,2,2,2,4,0,3,0,0,5,0,0,9,3,2,0,0,0,0,0
Gewerkschaft,143,3,0,0,0,0,0,0,29,49,0,0,32,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0
Resilienz,143,0,1,0,0,3,7,2,1,30,0,1,22,0,1,0,55,0,13,3,0,0,0,3,0,0,1,0,0,0
Umweltbelastung,143,0,2,3,0,1,4,9,2,5,1,0,17,0,3,1,1,9,4,4,56,6,0,1,0,7,3,2,2,0
Bibliothek,143,0,1,0,0,1,7,1,6,6,0,7,7,0,2,0,5,0,0,93,0,0,2,0,5,0,0,0,0,0
Soziale Gerechtigkeit,143,1,0,0,0,0,4,8,2,57,0,3,21,3,4,0,14,1,2,5,1,0,1,14,1,1,0,0,0,0
Deutsche,142,1,0,0,0,0,3,6,50,23,0,1,7,7,0,0,6,1,0,1,0,0,2,1,32,1,0,0,0,0
Universität,142,3,1,1,1,1,1,2,4,25,0,2,11,1,6,0,65,0,0,8,0,0,3,5,2,0,0,0,0,0
Regionalplanung,142,0,5,0,0,0,84,21,0,7,0,0,10,0,3,0,0,0,0,2,5,0,0,0,0,0,2,3,0,0
Prognose,141,5,3,0,0,2,3,10,4,13,0,7,50,0,2,29,4,1,2,4,0,0,0,0,1,0,0,1,0,0
Ost-West-Konflikt,141,4,0,0,0,0,3,1,67,52,0,0,4,4,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0
Diskriminierung,141,2,0,0,1,0,0,4,16,68,0,3,4,6,9,0,18,0,0,1,0,0,4,0,3,0,2,0,0,0
Landeskunde,141,0,0,0,0,0,0,66,42,16,0,0,8,1,0,0,3,0,0,1,0,0,1,0,2,1,0,0,0,0
Arbeit,141,6,0,0,0,0,0,1,12,44,0,0,40,1,1,0,26,0,3,0,0,0,0,7,0,0,0,0,0,0
Maschinelles Sehen,141,6,1,0,3,0,0,2,0,0,4,100,0,0,0,5,0,2,8,0,1,1,0,0,0,0,1,4,0,3
Schulentwicklung,140,0,0,0,0,0,1,1,3,23,0,1,1,1,0,0,103,0,1,1,0,0,1,0,1,0,2,0,0,0
Signalverarbeitung,140,5,0,0,9,1,0,0,0,0,69,27,0,0,0,10,1,0,6,0,1,0,0,0,0,4,0,1,0,6
Sonderpädagogik,140,0,0,0,0,0,0,0,0,33,0,0,0,0,0,3,95,0,3,1,0,0,2,2,0,0,1,0,0,0
Wissenschaftliches Manuskript,140,8,0,0,0,0,0,0,1,5,0,8,8,0,2,7,24,0,0,54,0,0,12,1,10,0,0,0,0,0
Umweltverträglichkeit,140,4,12,2,0,8,15,11,1,5,2,2,21,0,4,2,4,3,0,4,26,2,0,0,0,1,2,8,1,0
Raum,139,1,0,0,10,1,22,24,9,22,1,2,2,3,1,3,7,0,0,10,0,0,4,9,6,0,1,1,0,0
Biologie,139,1,0,0,6,0,0,2,1,3,0,1,1,1,0,15,5,1,10,1,2,7,4,9,0,68,0,0,0,1
